medicine_id,name,category,composition,use_for,price,brand,side_effects,prescription_required
240,Dolostat240,Antibiotic,Losartan 50mg,Measles,15.69,HealthPlus,"dry cough, photosensitivity, dizziness",False
241,Naprovir241,Antidepressant,Paracetamol 500mg,Gastroenteritis,78.67,HealthPlus,"nausea, stomach upset, headache",False
242,Ibuvir242,Antifungal,Omeprazole 20mg,Costochondritis,38.18,PharmaCore,constipation,False
243,Tetraol243,Antidiabetic,Cetirizine 10mg,Lung Cancer,44.29,HealthPlus,"constipation, dizziness, dry mouth",True
244,Vitain244,Antidepressant,Losartan 50mg,Anxiety,44.84,AeroHealth,"photosensitivity, headache, dry cough",False
245,Ketooxetine245,Antipyretic,Metformin 500mg,Urinary Tract Infection,64.71,PharmaCore,dizziness,True
246,Bactooxetine246,Bronchodilator,Ibuprofen 200mg,Low Fiber Diet,76.56,BioHeal,"dry cough, insomnia",True
247,Naprodine247,Bronchodilator,Cetirizine 10mg,Parkinson’s Disease,66.79,HealthPlus,dizziness,False
248,Ketocin248,Antibiotic,Amlodipine 5mg,Anxiety Disorder,78.62,NovaMed,photosensitivity,True
249,Naprodine249,Antifungal,Omeprazole 20mg,Gallstones,30.95,ZenPharm,"palpitations, drowsiness",True
250,Naproin250,Antipyretic,Amlodipine 5mg,Low Fiber Diet,64.25,ZenPharm,palpitations,True
251,Bactooxetine251,Antacid,Metformin 500mg,Common Cold,30.8,ZenPharm,"diarrhea, constipation",True
252,Curamab252,Antidiabetic,Ibuprofen 200mg,Allergic Rhinitis,25.84,PharmaCore,"palpitations, drowsiness",True
253,Sulfol253,Antacid,Cetirizine 10mg,Cancer,89.71,HealthPlus,constipation,True
254,Ketomab254,Antifungal,Salbutamol 100mcg,Liver Disease,90.32,BioHeal,"vomiting, constipation, headache",False
255,Metrocin255,Antifungal,Metformin 500mg,Heart Attack,82.62,NovaMed,rash,True
256,Quindine256,Antacid,Amlodipine 5mg,Tonsillitis,26.16,AeroHealth,drowsiness,True
257,Rifain257,Antidepressant,Azithromycin 250mg,Diabetes Mellitus,79.95,NovaMed,dizziness,True
258,Sulfoxetine258,Antihypertensive,Azithromycin 250mg,Prostatitis,14.45,CuraPharm,dizziness,False
259,Erydine259,Antacid,Azithromycin 250mg,Otosclerosis,6.2,MedicaLife,dry mouth,True
260,Bactoin260,Antihypertensive,Amlodipine 5mg,Tension Headache,58.72,MedicaLife,"constipation, photosensitivity",False
261,Sulfdine261,Bronchodilator,Losartan 50mg,Liver Disease,56.16,NovaMed,"headache, stomach upset, photosensitivity",True
262,Naprool262,Antifungal,Paracetamol 500mg,Ulcer,92.04,BioHeal,"diarrhea, stomach upset, rash",False
263,Sulfsone263,Antiviral,Salbutamol 100mcg,Psoriasis,6.66,HealthPlus,dry mouth,True
264,Naproin264,Antacid,Losartan 50mg,Food Poisoning,18.43,NovaMed,headache,True
265,Naprostat265,Analgesic,Ibuprofen 200mg,Epilepsy,80.14,HealthPlus,drowsiness,False
266,Fluorin266,Antipyretic,Amlodipine 5mg,Throat Cancer,12.22,ZenPharm,"photosensitivity, insomnia, drowsiness",False
267,Rifaamide267,Antacid,Omeprazole 20mg,Kidney Stones,42.08,CuraPharm,"dry mouth, headache",True
268,Eryolol268,Antiviral,Salbutamol 100mcg,Angina,68.26,NovaMed,"rash, constipation",True
269,Sulfolol269,Antihistamine,Ibuprofen 200mg,Hepatitis,11.25,HealthPlus,"constipation, palpitations",True
270,Sulfamide270,Antidiabetic,Losartan 50mg,Voice Overuse,42.13,CuraPharm,rash,False
271,Metromab271,Antihypertensive,Losartan 50mg,Flu,53.63,MedicaLife,"dry cough, dry mouth",False
272,Ibuol272,Antidepressant,Salbutamol 100mcg,Psoriasis,72.34,MedicaLife,"photosensitivity, stomach upset, vomiting",False
273,Hydroolol273,Antidiabetic,Omeprazole 20mg,Cluster Headache,75.06,ZenPharm,"vomiting, photosensitivity, dry mouth",True
274,Tetraol274,Antifungal,Omeprazole 20mg,PTSD,27.81,HealthPlus,"drowsiness, photosensitivity",False
275,Rifazol275,Antiviral,Amoxicillin 500mg,Cataract,87.2,PharmaCore,dry mouth,False
276,Lactopril276,Antiviral,Cetirizine 10mg,Lung Cancer,54.57,MedicaLife,"dizziness, dry cough, constipation",False
277,Oxaoxetine277,Antibiotic,Salbutamol 100mcg,Sepsis,51.59,CuraPharm,constipation,False
278,Parazol278,Antiviral,Salbutamol 100mcg,Stroke,90.67,HealthPlus,"diarrhea, vomiting, palpitations",False
279,Naprooxetine279,Vitamin,Amlodipine 5mg,Autoimmune Disease,46.21,MedicaLife,"constipation, insomnia",False
280,Vitamab280,Antihistamine,Metformin 500mg,Strep Throat,9.33,PharmaCore,"stomach upset, constipation",True
281,Doloolol281,Antidepressant,Amlodipine 5mg,Prostate Enlargement,88.96,CuraPharm,"palpitations, dry cough, vomiting",False
282,Aceppril282,Antidepressant,Azithromycin 250mg,Muscle Strain,55.76,HealthPlus,"diarrhea, rash",True
283,Metrodine283,Analgesic,Salbutamol 100mcg,Voice Overuse,81.94,CuraPharm,"rash, drowsiness, nausea",True
284,Ibuolol284,Antipyretic,Ibuprofen 200mg,Poor Circulation,61.34,PharmaCore,rash,False
285,Paraprazole285,Antidepressant,Cetirizine 10mg,Dry Nose,16.63,BioHeal,rash,True
286,Bactovir286,Antipyretic,Azithromycin 250mg,Hemorrhoids,32.97,AeroHealth,"constipation, palpitations",False
287,Ibuoxetine287,Antifungal,Ibuprofen 200mg,Jaundice,12.51,BioHeal,drowsiness,False
288,Curapril288,Antipyretic,Metformin 500mg,Depression,43.52,AeroHealth,dry cough,False
289,Hydrocin289,Antidiabetic,Amlodipine 5mg,Arrhythmia,20.67,NovaMed,"dizziness, nausea, palpitations",False
290,Curastat290,Antidiabetic,Metformin 500mg,HIV,15.3,ZenPharm,nausea,True
291,Parasone291,Vitamin,Ibuprofen 200mg,Otosclerosis,19.33,HealthPlus,"drowsiness, stomach upset, nausea",False
292,Ketosone292,Antacid,Metformin 500mg,Tuberculosis,30.72,AeroHealth,"drowsiness, dry mouth",False
293,Rifaazole293,Antidepressant,Ibuprofen 200mg,Dengue Fever,53.57,AeroHealth,palpitations,False
294,Tetraazole294,Antipyretic,Losartan 50mg,Appendicitis,25.2,NovaMed,"drowsiness, diarrhea",True
295,Parapril295,Antibiotic,Omeprazole 20mg,Throat Cancer,89.22,HealthPlus,dizziness,True
296,Doloin296,Antihypertensive,Paracetamol 500mg,Malaria,94.19,BioHeal,dry mouth,True
297,Tetrasone297,Antipyretic,Omeprazole 20mg,Vertigo,57.95,ZenPharm,"diarrhea, insomnia",False
298,Eryoxetine298,Antifungal,Ibuprofen 200mg,Dry Nose,31.59,ZenPharm,"constipation, dry mouth",True
299,Curavir299,Antiviral,Amlodipine 5mg,Peptic Ulcer Disease,3.55,CuraPharm,"insomnia, dry mouth, constipation",True
300,Metroin300,Antihistamine,Ibuprofen 200mg,Chronic Fatigue Syndrome,38.32,HealthPlus,"constipation, dry mouth",False
301,Lactodine301,Antifungal,Azithromycin 250mg,Measles,7.09,HealthPlus,dry mouth,False
302,Paraol302,Antiviral,Ibuprofen 200mg,Anxiety,90.63,HealthPlus,"diarrhea, stomach upset, drowsiness",True
303,Ketoprazole303,Antihistamine,Metformin 500mg,Stroke,50.41,MedicaLife,dry mouth,True
304,Fluorpril304,Antibiotic,Metformin 500mg,Blood Disorder,70.44,BioHeal,"rash, diarrhea",False
305,Tetrapril305,Antihypertensive,Losartan 50mg,Ulcer,93.7,MedicaLife,"nausea, headache, rash",False
306,Lactooxetine306,Antiviral,Amoxicillin 500mg,Cholera,95.72,AeroHealth,"photosensitivity, palpitations, constipation",True
307,Lactooxetine307,Antacid,Cetirizine 10mg,PTSD,56.4,ZenPharm,"palpitations, photosensitivity, constipation",True
308,Paraprazole308,Antibiotic,Metformin 500mg,Stroke,93.63,PharmaCore,"vomiting, insomnia",False
309,Oxaazole309,Antiviral,Amoxicillin 500mg,Allergic Reaction,32.33,MedicaLife,drowsiness,True
310,Rifain310,Vitamin,Metformin 500mg,Gastroenteritis,81.19,CuraPharm,"palpitations, headache, stomach upset",False
311,Quinstat311,Antifungal,Azithromycin 250mg,Throat Cancer,90.77,BioHeal,"dizziness, headache",True
312,Curaoxetine312,Antiviral,Losartan 50mg,Vitamin Deficiency,18.99,HealthPlus,"vomiting, stomach upset, headache",False
313,Hydroin313,Antiviral,Metformin 500mg,HIV,30.32,CuraPharm,palpitations,True
314,Dolostat314,Antihistamine,Losartan 50mg,Heart Attack,13.48,HealthPlus,"drowsiness, insomnia, vomiting",True
315,Metrocin315,Antacid,Paracetamol 500mg,Deep Vein Thrombosis,24.13,HealthPlus,photosensitivity,True
316,Gentazol316,Bronchodilator,Salbutamol 100mcg,Infection,53.58,CuraPharm,diarrhea,False
317,Bactoolol317,Antibiotic,Salbutamol 100mcg,Irritable Bowel Syndrome,9.51,CuraPharm,dry mouth,True
318,Lactodine318,Antidepressant,Salbutamol 100mcg,Hypothyroidism,47.74,AeroHealth,"dry mouth, headache, vomiting",True
319,Eryzol319,Analgesic,Amlodipine 5mg,Dry Nose,51.35,AeroHealth,constipation,True
320,Dolovir320,Vitamin,Azithromycin 250mg,Chronic Obstructive Pulmonary Disease,89.97,MedicaLife,"vomiting, constipation",True
321,Bactoamide321,Antidepressant,Metformin 500mg,Anxiety Disorder,90.05,NovaMed,drowsiness,True
322,Gentaprazole322,Antihistamine,Salbutamol 100mcg,Infection,10.19,MedicaLife,"headache, photosensitivity, dizziness",False
323,Rifain323,Bronchodilator,Cetirizine 10mg,Poor Circulation,44.88,HealthPlus,diarrhea,True
324,Tetramab324,Antihypertensive,Salbutamol 100mcg,HIV,74.55,MedicaLife,headache,True
325,Acepin325,Antifungal,Azithromycin 250mg,Infection,30.69,AeroHealth,"constipation, dizziness",False
326,Metrovir326,Analgesic,Ibuprofen 200mg,UTI,20.23,ZenPharm,dry cough,True
327,Tetraazole327,Antibiotic,Losartan 50mg,Herniated Disc,64.86,AeroHealth,"dizziness, drowsiness",True
328,Rifaamide328,Analgesic,Losartan 50mg,Sepsis,76.75,ZenPharm,diarrhea,True
329,Eryol329,Antifungal,Salbutamol 100mcg,Voice Overuse,91.87,PharmaCore,"stomach upset, palpitations, insomnia",False
330,Curaazole330,Antipyretic,Losartan 50mg,Gastroenteritis,96.4,ZenPharm,dry cough,True
331,Naprool331,Antihypertensive,Azithromycin 250mg,Dementia,99.99,AeroHealth,"rash, palpitations",False
332,Metroprazole332,Antidepressant,Ibuprofen 200mg,PTSD,94.97,NovaMed,"diarrhea, stomach upset",False
333,Gentamab333,Antiviral,Losartan 50mg,Aging,62.87,MedicaLife,dry mouth,False
334,Metrocin334,Vitamin,Ibuprofen 200mg,Throat Cancer,89.78,MedicaLife,drowsiness,True
335,Vitain335,Vitamin,Paracetamol 500mg,Jaundice,87.17,HealthPlus,dry mouth,False
336,Tetraprazole336,Vitamin,Metformin 500mg,Diabetes Mellitus,73.95,BioHeal,"dry cough, stomach upset",False
337,Eryvir337,Antifungal,Salbutamol 100mcg,Laryngitis,89.24,MedicaLife,"palpitations, stomach upset, dry mouth",True
338,Ibuprazole338,Antipyretic,Losartan 50mg,Irritable Bowel Syndrome,63.47,BioHeal,insomnia,False
339,Bactodine339,Antidepressant,Paracetamol 500mg,Peptic Ulcer Disease,48.72,CuraPharm,"rash, vomiting",False
340,Paradine340,Bronchodilator,Amlodipine 5mg,Cushing’s Syndrome,37.87,AeroHealth,headache,False
341,Doloamide341,Antidepressant,Paracetamol 500mg,Low Fiber Diet,48.48,MedicaLife,"vomiting, drowsiness",False
342,Rifaoxetine342,Antibiotic,Azithromycin 250mg,Esophagitis,93.16,BioHeal,stomach upset,True
343,Eryprazole343,Antidepressant,Omeprazole 20mg,Vertigo,25.25,ZenPharm,"constipation, photosensitivity",True
344,Rifaoxetine344,Antiviral,Amoxicillin 500mg,UTI,87.9,CuraPharm,palpitations,False
345,Metrovir345,Antihistamine,Omeprazole 20mg,Generalized Anxiety Disorder,91.92,CuraPharm,"dry mouth, nausea, vomiting",True
346,Vitain346,Bronchodilator,Omeprazole 20mg,Eczema,60.01,MedicaLife,nausea,False
347,Eryolol347,Antacid,Metformin 500mg,Typhoid,2.46,AeroHealth,"vomiting, drowsiness",True
348,Eryin348,Analgesic,Ibuprofen 200mg,UTI,5.8,PharmaCore,"headache, vomiting, drowsiness",False
349,Parastat349,Vitamin,Losartan 50mg,Generalized Anxiety Disorder,19.87,HealthPlus,"palpitations, photosensitivity",False
350,Dolostat350,Antidepressant,Paracetamol 500mg,Viral Fever,5.32,CuraPharm,"photosensitivity, insomnia, vomiting",False
351,Rifazol351,Vitamin,Omeprazole 20mg,Gallstones,86.39,NovaMed,"nausea, vomiting",True
352,Sulfsone352,Analgesic,Amlodipine 5mg,Rheumatism,19.06,MedicaLife,dizziness,False
353,Sulfolol353,Antipyretic,Losartan 50mg,Anxiety Disorder,15.52,MedicaLife,"drowsiness, rash, dry cough",True
354,Ketostat354,Antihistamine,Cetirizine 10mg,Esophagitis,77.63,MedicaLife,"insomnia, drowsiness, stomach upset",False
355,Metrodine355,Antidepressant,Amoxicillin 500mg,Depression,24.7,MedicaLife,"drowsiness, nausea, dizziness",False
356,Lactooxetine356,Antidepressant,Amlodipine 5mg,Anxiety Disorder,65.48,ZenPharm,"constipation, stomach upset, insomnia",False
357,Hydropril357,Antidiabetic,Amlodipine 5mg,Gallstones,31.31,AeroHealth,"rash, stomach upset, vomiting",True
358,Vitain358,Antacid,Losartan 50mg,Chronic Fatigue Syndrome,71.51,MedicaLife,"palpitations, drowsiness",False
359,Oxapril359,Antihypertensive,Metformin 500mg,Common Cold,97.93,CuraPharm,"diarrhea, vomiting",False
360,Lactoprazole360,Antihistamine,Metformin 500mg,Depression,13.81,MedicaLife,insomnia,True
361,Sulfamide361,Analgesic,Losartan 50mg,Heart Failure,28.55,ZenPharm,constipation,True
362,Hydrooxetine362,Analgesic,Salbutamol 100mcg,UTI,32.35,CuraPharm,"palpitations, dizziness, headache",True
363,Rifacin363,Vitamin,Metformin 500mg,Ear Infection,23.58,HealthPlus,palpitations,False
364,Lactoin364,Antidepressant,Omeprazole 20mg,Angina,96.78,NovaMed,diarrhea,True
365,Sulfstat365,Vitamin,Salbutamol 100mcg,UTI,28.87,NovaMed,constipation,False
366,Sulfzol366,Analgesic,Losartan 50mg,Hyperthyroidism,55.34,ZenPharm,"palpitations, dry mouth",False
367,Parastat367,Antihistamine,Metformin 500mg,Urinary Tract Infection,56.11,MedicaLife,"insomnia, constipation, headache",False
368,Paraol368,Antihypertensive,Amoxicillin 500mg,Overeating,70.08,MedicaLife,"drowsiness, diarrhea, insomnia",True
369,Doloazole369,Antacid,Omeprazole 20mg,Arrhythmia,97.79,HealthPlus,diarrhea,True
370,Rifaol370,Antidepressant,Paracetamol 500mg,Stress,58.76,ZenPharm,"dry mouth, dry cough",False
371,Metrovir371,Antiviral,Amoxicillin 500mg,Eczema,91.4,HealthPlus,diarrhea,True
372,Acepamide372,Antiviral,Paracetamol 500mg,Common Cold,36.91,AeroHealth,"vomiting, insomnia",True
373,Tetramab373,Antidiabetic,Cetirizine 10mg,Gout,98.29,NovaMed,"dry cough, constipation, headache",False
374,Acepoxetine374,Vitamin,Paracetamol 500mg,Laryngitis,26.04,HealthPlus,"dizziness, headache",False
375,Eryol375,Antidiabetic,Ibuprofen 200mg,Anemia,87.63,PharmaCore,palpitations,False
376,Ibumab376,Antihistamine,Azithromycin 250mg,Vertigo,8.23,ZenPharm,"constipation, diarrhea, insomnia",False
377,Fluorolol377,Antidepressant,Amlodipine 5mg,Voice Overuse,16.54,MedicaLife,"headache, constipation",False
378,Bactool378,Antacid,Paracetamol 500mg,Jaundice,75.75,AeroHealth,"rash, nausea, insomnia",False
379,Acepoxetine379,Antidepressant,Salbutamol 100mcg,Leukemia,49.82,ZenPharm,"constipation, dry cough",False
380,Paradine380,Antacid,Amoxicillin 500mg,Common Cold,14.29,NovaMed,diarrhea,True
381,Bactostat381,Antifungal,Paracetamol 500mg,Colon Cancer,20.37,HealthPlus,rash,True
382,Metrosone382,Antidepressant,Ibuprofen 200mg,Depression,27.57,PharmaCore,"stomach upset, dry mouth",False
383,Ibuolol383,Antihypertensive,Paracetamol 500mg,Voice Overuse,45.34,NovaMed,"rash, diarrhea",True
384,Naprooxetine384,Vitamin,Amlodipine 5mg,Epilepsy,68.36,AeroHealth,"palpitations, diarrhea",True
385,Ibustat385,Antihistamine,Paracetamol 500mg,Panic Disorder,7.99,BioHeal,"dry cough, dizziness",True
386,Curasone386,Antihistamine,Amoxicillin 500mg,Hemorrhoids,88.44,CuraPharm,"stomach upset, insomnia, dry cough",False
387,Bactovir387,Antihypertensive,Losartan 50mg,Poor Circulation,78.43,BioHeal,"insomnia, constipation, photosensitivity",True
388,Rifain388,Vitamin,Omeprazole 20mg,Bronchitis,27.81,BioHeal,"dry cough, headache, diarrhea",True
389,Acepamide389,Vitamin,Paracetamol 500mg,Muscle Strain,6.73,BioHeal,"vomiting, photosensitivity, dizziness",False
390,Naproazole390,Antacid,Omeprazole 20mg,Sepsis,36.94,BioHeal,"photosensitivity, nausea, palpitations",True
391,Curamab391,Antiviral,Omeprazole 20mg,Peptic Ulcer Disease,76.03,BioHeal,"nausea, diarrhea, dry cough",False
392,Metropril392,Antibiotic,Omeprazole 20mg,Epilepsy,50.49,NovaMed,"headache, vomiting",True
393,Quinzol393,Antipyretic,Salbutamol 100mcg,Viral Fever,55.43,MedicaLife,rash,False
394,Rifaolol394,Analgesic,Losartan 50mg,Vitamin B12 Deficiency,97.13,AeroHealth,"vomiting, nausea, photosensitivity",True
395,Tetrapril395,Antidiabetic,Cetirizine 10mg,Chronic Obstructive Pulmonary Disease,58.11,ZenPharm,"palpitations, insomnia, rash",False
396,Dolocin396,Antibiotic,Metformin 500mg,Appendicitis,20.09,NovaMed,stomach upset,True
397,Dolomab397,Antibiotic,Losartan 50mg,Gastroenteritis,57.3,ZenPharm,"dizziness, nausea",False
398,Vitastat398,Antibiotic,Ibuprofen 200mg,Appendicitis,46.97,CuraPharm,"insomnia, headache, constipation",True
399,Metroin399,Bronchodilator,Losartan 50mg,Diabetes Mellitus,35.77,PharmaCore,diarrhea,False
400,Paracin400,Antibiotic,Salbutamol 100mcg,Overeating,39.85,ZenPharm,"rash, insomnia",False
401,Metroprazole401,Antacid,Cetirizine 10mg,Common Cold,93.92,PharmaCore,"rash, constipation, dry mouth",True
402,Curaolol402,Antibiotic,Amlodipine 5mg,Irritable Bowel Syndrome,15.18,PharmaCore,"dry mouth, photosensitivity, headache",False
403,Fluorazole403,Bronchodilator,Paracetamol 500mg,HIV,3.5,NovaMed,rash,False
404,Quinolol404,Bronchodilator,Salbutamol 100mcg,Blood Disorder,16.18,AeroHealth,"dry cough, rash, headache",True
405,Ibuolol405,Antidiabetic,Amoxicillin 500mg,Panic Disorder,36.28,NovaMed,"constipation, palpitations",True
406,Bactomab406,Vitamin,Salbutamol 100mcg,Esophagitis,60.27,BioHeal,"dry cough, insomnia",False
407,Paraol407,Antipyretic,Ibuprofen 200mg,Depression,34.06,PharmaCore,"palpitations, rash, headache",True
408,Dolovir408,Antibiotic,Metformin 500mg,Diabetes Mellitus,8.55,NovaMed,"dry cough, palpitations",True
409,Acepolol409,Antiviral,Losartan 50mg,Sciatica,62.15,PharmaCore,"vomiting, headache",False
410,Dolomab410,Antipyretic,Salbutamol 100mcg,Dehydration,66.99,BioHeal,"stomach upset, drowsiness",True
411,Gentapril411,Bronchodilator,Omeprazole 20mg,Arthritis,91.83,AeroHealth,"constipation, photosensitivity",False
412,Dolooxetine412,Antidepressant,Ibuprofen 200mg,Hyperthyroidism,33.38,PharmaCore,"stomach upset, palpitations, constipation",False
413,Acepvir413,Antihypertensive,Cetirizine 10mg,Tonsillitis,60.99,ZenPharm,diarrhea,False
414,Quinsone414,Analgesic,Paracetamol 500mg,Allergic Rhinitis,62.57,BioHeal,dry cough,True
415,Acepsone415,Antibiotic,Ibuprofen 200mg,Allergic Rhinitis,90.77,MedicaLife,headache,False
416,Lactovir416,Antipyretic,Salbutamol 100mcg,Lung Cancer,40.78,NovaMed,diarrhea,False
417,Hydroolol417,Analgesic,Cetirizine 10mg,Chronic Obstructive Pulmonary Disease,92.64,AeroHealth,photosensitivity,True
418,Metromab418,Vitamin,Losartan 50mg,Aging,5.01,MedicaLife,rash,False
419,Oxain419,Analgesic,Salbutamol 100mcg,Psoriasis,34.87,HealthPlus,"photosensitivity, diarrhea",False
420,Hydrostat420,Analgesic,Metformin 500mg,Anxiety Disorder,52.92,PharmaCore,"dry cough, nausea, palpitations",True
421,Oxacin421,Analgesic,Metformin 500mg,Dermatitis,41.22,BioHeal,"dry cough, dry mouth",True
422,Ibuin422,Antihypertensive,Omeprazole 20mg,Prostatitis,11.79,HealthPlus,"photosensitivity, stomach upset",False
423,Vitasone423,Bronchodilator,Salbutamol 100mcg,Depression,2.4,NovaMed,palpitations,False
424,Ibustat424,Antiviral,Cetirizine 10mg,Hyperthyroidism,55.88,HealthPlus,"dizziness, diarrhea, nausea",True
425,Quinpril425,Antidiabetic,Salbutamol 100mcg,Kidney Disease,52.27,NovaMed,dry mouth,False
426,Metroamide426,Antidepressant,Cetirizine 10mg,Urinary Tract Infection,37.1,NovaMed,dry mouth,True
427,Oxapril427,Analgesic,Azithromycin 250mg,Stress,29.03,PharmaCore,"headache, palpitations",False
428,Dolocin428,Bronchodilator,Amoxicillin 500mg,Costochondritis,90.92,AeroHealth,"photosensitivity, vomiting, dry mouth",True
429,Metrostat429,Antihypertensive,Paracetamol 500mg,Autoimmune Disease,48.35,AeroHealth,"insomnia, headache, nausea",True
430,Erycin430,Analgesic,Paracetamol 500mg,Alopecia,34.16,CuraPharm,insomnia,True
431,Parapril431,Antihypertensive,Omeprazole 20mg,Clotting Disorder,27.71,HealthPlus,drowsiness,True
432,Metrool432,Antipyretic,Omeprazole 20mg,Lymphoma,80.19,MedicaLife,"palpitations, vomiting, dizziness",True
433,Gentaoxetine433,Vitamin,Cetirizine 10mg,Voice Overuse,41.17,HealthPlus,"dizziness, insomnia, dry cough",True
434,Sulfdine434,Analgesic,Metformin 500mg,HIV,67.49,PharmaCore,"photosensitivity, diarrhea",True
435,Curaprazole435,Antiviral,Paracetamol 500mg,Low Blood Pressure,3.76,PharmaCore,"dizziness, diarrhea",False
436,Dolool436,Antipyretic,Salbutamol 100mcg,Deep Vein Thrombosis,26.53,AeroHealth,"dry mouth, vomiting, constipation",True
437,Bactoazole437,Antihypertensive,Cetirizine 10mg,Hepatitis,49.31,NovaMed,"nausea, diarrhea, rash",True
438,Rifain438,Antidepressant,Omeprazole 20mg,Lupus,43.21,AeroHealth,dizziness,True
439,Bactomab439,Antihypertensive,Omeprazole 20mg,Bronchitis,80.73,NovaMed,"rash, drowsiness",True
440,Dolocin440,Antidiabetic,Omeprazole 20mg,Dengue Fever,11.39,AeroHealth,"nausea, stomach upset, dizziness",False
441,Paracin441,Antifungal,Paracetamol 500mg,Allergic Rhinitis,79.71,HealthPlus,"dry cough, dizziness",False
442,Lactoamide442,Antipyretic,Amlodipine 5mg,Allergic Rhinitis,36.38,AeroHealth,vomiting,False
443,Gentaprazole443,Antibiotic,Cetirizine 10mg,Pregnancy,55.85,PharmaCore,constipation,True
444,Gentaol444,Bronchodilator,Omeprazole 20mg,Epilepsy,9.09,CuraPharm,"constipation, drowsiness, rash",False
445,Acepoxetine445,Antibiotic,Cetirizine 10mg,Arrhythmia,20.67,AeroHealth,"vomiting, photosensitivity",True
446,Fluorin446,Antibiotic,Paracetamol 500mg,COPD,7.78,NovaMed,"dizziness, palpitations",False
447,Vitastat447,Antihistamine,Salbutamol 100mcg,Cataract,2.51,NovaMed,photosensitivity,False
448,Gentazol448,Antihypertensive,Omeprazole 20mg,Poor Circulation,90.26,NovaMed,"nausea, stomach upset, diarrhea",False
449,Lactodine449,Bronchodilator,Salbutamol 100mcg,Sciatica,74.22,BioHeal,"nausea, constipation",False
450,Rifavir450,Antifungal,Amlodipine 5mg,Peptic Ulcer Disease,61.6,PharmaCore,"insomnia, drowsiness",False
451,Gentapril451,Bronchodilator,Metformin 500mg,Hepatitis,74.82,AeroHealth,"rash, vomiting, stomach upset",True
452,Bactodine452,Antifungal,Ibuprofen 200mg,Hepatitis,97.69,PharmaCore,nausea,True
453,Lactostat453,Antifungal,Salbutamol 100mcg,Peptic Ulcer Disease,76.61,CuraPharm,"insomnia, dry cough",True
454,Fluorpril454,Vitamin,Paracetamol 500mg,Hemorrhoids,67.53,MedicaLife,"headache, vomiting",False
455,Tetrain455,Antiviral,Azithromycin 250mg,Strep Throat,76.62,BioHeal,dry cough,True
456,Gentazol456,Vitamin,Cetirizine 10mg,Dehydration,5.72,AeroHealth,"dizziness, nausea",False
457,Paraoxetine457,Antihistamine,Omeprazole 20mg,Dementia,98.72,CuraPharm,"dry mouth, headache",False
458,Oxasone458,Antifungal,Ibuprofen 200mg,Hepatitis,61.61,MedicaLife,dizziness,False
459,Metrosone459,Antiviral,Losartan 50mg,PTSD,52.67,AeroHealth,dry cough,False
460,Quinin460,Antipyretic,Cetirizine 10mg,Dengue Fever,67.76,HealthPlus,vomiting,True
461,Sulfmab461,Antiviral,Ibuprofen 200mg,Eczema,79.91,BioHeal,"constipation, dry cough, nausea",False
462,Fluorstat462,Antidepressant,Losartan 50mg,Brain Tumor,21.18,BioHeal,photosensitivity,True
463,Dolozol463,Antacid,Azithromycin 250mg,GERD,30.39,PharmaCore,"palpitations, nausea, stomach upset",False
464,Lactocin464,Antiviral,Amoxicillin 500mg,Common Cold,77.1,BioHeal,"dizziness, dry cough, photosensitivity",False
465,Hydroin465,Antihypertensive,Metformin 500mg,Tension Headache,24.87,MedicaLife,rash,False
466,Tetraprazole466,Antibiotic,Salbutamol 100mcg,Autoimmune Disease,66.69,ZenPharm,"nausea, stomach upset",False
467,Bactozol467,Analgesic,Cetirizine 10mg,Chickenpox,69.12,PharmaCore,palpitations,False
468,Tetrasone468,Antihistamine,Amlodipine 5mg,Heart Attack,19.83,NovaMed,"palpitations, drowsiness",True
469,Tetraazole469,Antiviral,Amoxicillin 500mg,Pregnancy,86.14,ZenPharm,"drowsiness, diarrhea",False
470,Oxasone470,Antidepressant,Salbutamol 100mcg,Tuberculosis,54.47,MedicaLife,insomnia,False
471,Lactocin471,Analgesic,Cetirizine 10mg,Anemia,64.07,CuraPharm,"dry cough, diarrhea, rash",True
472,Naproprazole472,Antiviral,Losartan 50mg,Poor Circulation,54.82,MedicaLife,"stomach upset, dizziness",False
473,Quinol473,Antihistamine,Metformin 500mg,Sinusitis,65.16,AeroHealth,"vomiting, nausea",True
474,Vitapril474,Antihypertensive,Salbutamol 100mcg,Low Blood Pressure,81.85,MedicaLife,"vomiting, dry cough, photosensitivity",True
475,Eryamide475,Antifungal,Salbutamol 100mcg,Hypothyroidism,65.14,AeroHealth,constipation,True
476,Curastat476,Antiviral,Amlodipine 5mg,Throat Cancer,97.78,NovaMed,dizziness,True
477,Gentapril477,Vitamin,Losartan 50mg,Liver Disease,5.13,HealthPlus,photosensitivity,False
478,Quinolol478,Antibiotic,Azithromycin 250mg,Peptic Ulcer Disease,36.27,AeroHealth,"photosensitivity, constipation",True
479,Quincin479,Antipyretic,Cetirizine 10mg,Allergic Rhinitis,95.39,NovaMed,dry cough,False
480,Naprostat480,Antibiotic,Ibuprofen 200mg,Prostate Enlargement,75.9,HealthPlus,nausea,True
481,Ibuvir481,Bronchodilator,Salbutamol 100mcg,Pregnancy,48.53,ZenPharm,"headache, drowsiness, constipation",False
482,Vitasone482,Antibiotic,Cetirizine 10mg,Otosclerosis,54.07,CuraPharm,"dry mouth, diarrhea",True
